[07:02:48] Run started: categories=['multi_turn_base'], workers=3, max_entries=all
[07:02:48] ── multi_turn_base ──
[07:02:48]   Loaded 200 entries
[07:06:40]   [48/200] multi_turn_base_47: FAIL (36/48 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:06:44]   [49/200] multi_turn_base_50: PASS (37/49 = 76%)
[07:06:50]   [50/200] multi_turn_base_49: PASS (38/50 = 76%)
[07:06:52]   [51/200] multi_turn_base_48: FAIL (38/51 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:07:04]   [52/200] multi_turn_base_51: PASS (39/52 = 75%)
[07:07:07]   [53/200] multi_turn_base_52: PASS (40/53 = 75%)
[07:07:09]   [54/200] multi_turn_base_53: PASS (41/54 = 76%)
[07:07:22]   [55/200] multi_turn_base_54: FAIL (41/55 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:07:31]   [56/200] multi_turn_base_57: PASS (42/56 = 75%)
[07:07:32]   [57/200] multi_turn_base_56: PASS (43/57 = 75%)
[07:07:43]   [58/200] multi_turn_base_55: FAIL (43/58 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:07:55]   [59/200] multi_turn_base_59: PASS (44/59 = 75%)
[07:07:57]   [60/200] multi_turn_base_58: FAIL (44/60 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:08:14]   [61/200] multi_turn_base_62: FAIL (44/61 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:08:15]   [62/200] multi_turn_base_60: FAIL (44/62 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:08:19]   [63/200] multi_turn_base_61: PASS (45/63 = 71%)
[07:08:31]   [64/200] multi_turn_base_64: PASS (46/64 = 72%)
[07:08:35]   [65/200] multi_turn_base_65: PASS (47/65 = 72%)
[07:08:37]   [66/200] multi_turn_base_63: PASS (48/66 = 73%)
[07:08:50]   [67/200] multi_turn_base_66: PASS (49/67 = 73%)
[07:08:54]   [68/200] multi_turn_base_67: PASS (50/68 = 74%)
[07:09:00]   [69/200] multi_turn_base_68: FAIL (50/69 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:09:05]   [70/200] multi_turn_base_69: PASS (51/70 = 73%)
[07:09:16]   [71/200] multi_turn_base_70: FAIL (51/71 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:09:21]   [72/200] multi_turn_base_71: PASS (52/72 = 72%)
[07:09:28]   [73/200] multi_turn_base_72: FAIL (52/73 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:09:32]   [74/200] multi_turn_base_73: PASS (53/74 = 72%)
[07:09:38]   [75/200] multi_turn_base_74: PASS (54/75 = 72%)
[07:09:43]   [76/200] multi_turn_base_76: PASS (55/76 = 72%)
[07:09:49]   [77/200] multi_turn_base_77: PASS (56/77 = 73%)
[07:09:54]   [78/200] multi_turn_base_78: FAIL (56/78 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:09:55]   [79/200] multi_turn_base_75: FAIL (56/79 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:10:09]   [80/200] multi_turn_base_79: PASS (57/80 = 71%)
[07:10:24]   [81/200] multi_turn_base_81: FAIL (57/81 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:10:24]   [82/200] multi_turn_base_80: PASS (58/82 = 71%)
[07:10:30]   [83/200] multi_turn_base_82: PASS (59/83 = 71%)
[07:10:36]   [84/200] multi_turn_base_84: PASS (60/84 = 71%)
[07:10:45]   [85/200] multi_turn_base_83: PASS (61/85 = 72%)
[07:10:45]   [86/200] multi_turn_base_85: PASS (62/86 = 72%)
[07:10:56]   [87/200] multi_turn_base_86: PASS (63/87 = 72%)
[07:10:59]   [88/200] multi_turn_base_88: PASS (64/88 = 73%)
[07:11:19]   [89/200] multi_turn_base_89: PASS (65/89 = 73%)
[07:11:20]   [90/200] multi_turn_base_87: PASS (66/90 = 73%)
[07:11:27]   [91/200] multi_turn_base_91: FAIL (66/91 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:11:28]   [92/200] multi_turn_base_90: PASS (67/92 = 73%)
[07:11:37]   [93/200] multi_turn_base_93: FAIL (67/93 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:11:43]   [94/200] multi_turn_base_92: FAIL (67/94 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:11:46]   [95/200] multi_turn_base_94: PASS (68/95 = 72%)
[07:11:57]   [96/200] multi_turn_base_95: PASS (69/96 = 72%)
[07:12:02]   [97/200] multi_turn_base_96: PASS (70/97 = 72%)
[07:12:12]   [98/200] multi_turn_base_98: PASS (71/98 = 72%)
[07:12:13]   [99/200] multi_turn_base_97: PASS (72/99 = 73%)
[07:12:20]   [100/200] multi_turn_base_100: PASS (73/100 = 73%)
[07:12:23]   [101/200] multi_turn_base_101: PASS (74/101 = 73%)
[07:12:25]   [102/200] multi_turn_base_99: FAIL (74/102 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:12:34]   [103/200] multi_turn_base_104: PASS (75/103 = 73%)
[07:12:39]   [104/200] multi_turn_base_102: PASS (76/104 = 73%)
[07:12:42]   [105/200] multi_turn_base_103: PASS (77/105 = 73%)
[07:12:43]   [106/200] multi_turn_base_105: PASS (78/106 = 74%)
[07:12:54]   [107/200] multi_turn_base_106: FAIL (78/107 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:13:03]   [108/200] multi_turn_base_107: PASS (79/108 = 73%)
[07:13:05]   [109/200] multi_turn_base_108: PASS (80/109 = 73%)
[07:13:23]   [110/200] multi_turn_base_109: FAIL (80/110 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 6.
[07:13:24]   [111/200] multi_turn_base_111: PASS (81/111 = 73%)
[07:13:27]   [112/200] multi_turn_base_110: FAIL (81/112 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[07:13:33]   [113/200] multi_turn_base_113: PASS (82/113 = 73%)
[07:13:41]   [114/200] multi_turn_base_112: PASS (83/114 = 73%)
[07:13:41]   [115/200] multi_turn_base_114: PASS (84/115 = 73%)
[07:13:46]   [116/200] multi_turn_base_115: PASS (85/116 = 73%)
[07:13:59]   [117/200] multi_turn_base_116: PASS (86/117 = 74%)
[07:14:05]   [118/200] multi_turn_base_118: PASS (87/118 = 74%)
[07:14:06]   [119/200] multi_turn_base_117: PASS (88/119 = 74%)
[07:14:13]   [120/200] multi_turn_base_119: PASS (89/120 = 74%)
[07:14:19]   [121/200] multi_turn_base_120: PASS (90/121 = 74%)
[07:14:23]   [122/200] multi_turn_base_121: FAIL (90/122 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:14:24]   [123/200] multi_turn_base_122: PASS (91/123 = 74%)
[07:14:34]   [124/200] multi_turn_base_123: PASS (92/124 = 74%)
[07:14:35]   [125/200] multi_turn_base_124: FAIL (92/125 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:14:44]   [126/200] multi_turn_base_125: FAIL (92/126 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:14:47]   [127/200] multi_turn_base_127: PASS (93/127 = 73%)
[07:14:48]   [128/200] multi_turn_base_126: FAIL (93/128 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:14:59]   [129/200] multi_turn_base_128: PASS (94/129 = 73%)
[07:15:01]   [130/200] multi_turn_base_130: PASS (95/130 = 73%)
[07:15:08]   [131/200] multi_turn_base_129: PASS (96/131 = 73%)
[07:15:10]   [132/200] multi_turn_base_132: PASS (97/132 = 73%)
[07:15:18]   [133/200] multi_turn_base_133: PASS (98/133 = 74%)
[07:15:24]   [134/200] multi_turn_base_131: PASS (99/134 = 74%)
[07:15:25]   [135/200] multi_turn_base_134: PASS (100/135 = 74%)
[07:15:32]   [136/200] multi_turn_base_135: PASS (101/136 = 74%)
[07:15:41]   [137/200] multi_turn_base_137: PASS (102/137 = 74%)
[07:15:41]   [138/200] multi_turn_base_136: PASS (103/138 = 75%)
[07:15:51]   [139/200] multi_turn_base_139: PASS (104/139 = 75%)
[07:15:53]   [140/200] multi_turn_base_138: PASS (105/140 = 75%)
[07:16:06]   [141/200] multi_turn_base_140: FAIL (105/141 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:16:09]   [142/200] multi_turn_base_142: PASS (106/142 = 75%)
[07:16:09]   [143/200] multi_turn_base_141: PASS (107/143 = 75%)
[07:16:19]   [144/200] multi_turn_base_144: PASS (108/144 = 75%)
[07:16:23]   [145/200] multi_turn_base_143: PASS (109/145 = 75%)
[07:16:32]   [146/200] multi_turn_base_146: PASS (110/146 = 75%)
[07:16:33]   [147/200] multi_turn_base_145: PASS (111/147 = 76%)
[07:16:36]   [148/200] multi_turn_base_147: FAIL (111/148 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:16:46]   [149/200] multi_turn_base_150: PASS (112/149 = 75%)
[07:16:53]   [150/200] multi_turn_base_149: PASS (113/150 = 75%)
[07:16:59]   [151/200] multi_turn_base_148: FAIL (113/151 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:17:03]   [152/200] multi_turn_base_151: PASS (114/152 = 75%)
[07:17:07]   [153/200] multi_turn_base_152: FAIL (114/153 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:17:15]   [154/200] multi_turn_base_155: FAIL (114/154 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:17:18]   [155/200] multi_turn_base_153: PASS (115/155 = 74%)
[07:17:28]   [156/200] multi_turn_base_157: PASS (116/156 = 74%)
[07:17:30]   [157/200] multi_turn_base_154: FAIL (116/157 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:17:44]   [158/200] multi_turn_base_159: PASS (117/158 = 74%)
[07:17:44]   [159/200] multi_turn_base_158: PASS (118/159 = 74%)
[07:17:46]   [160/200] multi_turn_base_156: FAIL (118/160 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:17:59]   [161/200] multi_turn_base_161: PASS (119/161 = 74%)
[07:18:03]   [162/200] multi_turn_base_160: PASS (120/162 = 74%)
[07:18:09]   [163/200] multi_turn_base_163: PASS (121/163 = 74%)
[07:18:23]   [164/200] multi_turn_base_162: PASS (122/164 = 74%)
[07:18:26]   [165/200] multi_turn_base_164: FAIL (122/165 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:18:30]   [166/200] multi_turn_base_165: PASS (123/166 = 74%)
[07:18:44]   [167/200] multi_turn_base_167: PASS (124/167 = 74%)
[07:18:45]   [168/200] multi_turn_base_166: PASS (125/168 = 74%)
[07:18:50]   [169/200] multi_turn_base_168: FAIL (125/169 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:19:02]   [170/200] multi_turn_base_169: PASS (126/170 = 74%)
[07:19:11]   [171/200] multi_turn_base_170: PASS (127/171 = 74%)
[07:19:12]   [172/200] multi_turn_base_171: FAIL (127/172 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:19:23]   [173/200] multi_turn_base_172: PASS (128/173 = 74%)
[07:19:28]   [174/200] multi_turn_base_173: FAIL (128/174 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:19:37]   [175/200] multi_turn_base_176: PASS (129/175 = 74%)
[07:19:38]   [176/200] multi_turn_base_175: PASS (130/176 = 74%)
[07:19:39]   [177/200] multi_turn_base_174: PASS (131/177 = 74%)
[07:19:49]   [178/200] multi_turn_base_177: FAIL (131/178 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:19:57]   [179/200] multi_turn_base_179: PASS (132/179 = 74%)
[07:20:05]   [180/200] multi_turn_base_178: PASS (133/180 = 74%)
[07:20:14]   [181/200] multi_turn_base_182: PASS (134/181 = 74%)
[07:20:18]   [182/200] multi_turn_base_180: PASS (135/182 = 74%)
[07:20:30]   [183/200] multi_turn_base_181: FAIL (135/183 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:20:37]   [184/200] multi_turn_base_184: PASS (136/184 = 74%)
[07:20:45]   [185/200] multi_turn_base_185: FAIL (136/185 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:20:56]   [186/200] multi_turn_base_183: FAIL (136/186 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:21:06]   [187/200] multi_turn_base_186: FAIL (136/187 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:21:12]   [188/200] multi_turn_base_187: PASS (137/188 = 73%)
[07:21:22]   [189/200] multi_turn_base_188: FAIL (137/189 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:21:30]   [190/200] multi_turn_base_189: FAIL (137/190 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:21:35]   [191/200] multi_turn_base_190: PASS (138/191 = 72%)
[07:21:39]   [192/200] multi_turn_base_191: PASS (139/192 = 72%)
[07:21:48]   [193/200] multi_turn_base_192: PASS (140/193 = 73%)
[07:21:55]   [194/200] multi_turn_base_193: FAIL (140/194 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:22:03]   [195/200] multi_turn_base_195: PASS (141/195 = 72%)
[07:22:03]   [196/200] multi_turn_base_194: PASS (142/196 = 72%)
[07:22:13]   [197/200] multi_turn_base_198: FAIL (142/197 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:22:18]   [198/200] multi_turn_base_196: FAIL (142/198 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:22:18]   [199/200] multi_turn_base_197: PASS (143/199 = 72%)
[07:22:37]   [200/200] multi_turn_base_199: PASS (144/200 = 72%)
[07:22:37]   multi_turn_base: 144/200 (72.0%) in 1189s | cost=$4.07
[07:22:37] Run complete. Log: /Users/timmetim/development/glyphh-master/glyphh-models/bfcl/results/full-eval/run_20260311_070248.log
