[07:47:41] Run started: categories=['multi_turn_miss_param'], workers=3, max_entries=all
[07:47:41] ── multi_turn_miss_param ──
[07:47:41]   Loaded 200 entries
[07:51:59]   [38/200] multi_turn_miss_param_38: PASS (27/38 = 71%)
[07:52:05]   [39/200] multi_turn_miss_param_37: PASS (28/39 = 72%)
[07:52:13]   [40/200] multi_turn_miss_param_41: FAIL (28/40 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:52:17]   [41/200] multi_turn_miss_param_39: PASS (29/41 = 71%)
[07:52:18]   [42/200] multi_turn_miss_param_40: PASS (30/42 = 71%)
[07:52:30]   [43/200] multi_turn_miss_param_42: PASS (31/43 = 72%)
[07:52:37]   [44/200] multi_turn_miss_param_44: PASS (32/44 = 73%)
[07:52:38]   [45/200] multi_turn_miss_param_43: FAIL (32/45 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:52:44]   [46/200] multi_turn_miss_param_46: FAIL (32/46 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:52:46]   [47/200] multi_turn_miss_param_45: PASS (33/47 = 70%)
[07:52:54]   [48/200] multi_turn_miss_param_47: FAIL (33/48 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:53:00]   [49/200] multi_turn_miss_param_49: PASS (34/49 = 69%)
[07:53:01]   [50/200] multi_turn_miss_param_50: PASS (35/50 = 70%)
[07:53:04]   [51/200] multi_turn_miss_param_48: PASS (36/51 = 71%)
[07:53:21]   [52/200] multi_turn_miss_param_51: PASS (37/52 = 71%)
[07:53:26]   [53/200] multi_turn_miss_param_53: PASS (38/53 = 72%)
[07:53:36]   [54/200] multi_turn_miss_param_52: FAIL (38/54 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:53:47]   [55/200] multi_turn_miss_param_54: FAIL (38/55 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:54:03]   [56/200] multi_turn_miss_param_57: PASS (39/56 = 70%)
[07:54:12]   [57/200] multi_turn_miss_param_56: PASS (40/57 = 70%)
[07:54:14]   [58/200] multi_turn_miss_param_55: FAIL (40/58 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:54:37]   [59/200] multi_turn_miss_param_58: FAIL (40/59 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:54:47]   [60/200] multi_turn_miss_param_60: FAIL (40/60 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:54:49]   [61/200] multi_turn_miss_param_59: FAIL (40/61 = 66%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:55:10]   [62/200] multi_turn_miss_param_62: FAIL (40/62 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:55:11]   [63/200] multi_turn_miss_param_61: PASS (41/63 = 65%)
[07:55:14]   [64/200] multi_turn_miss_param_63: PASS (42/64 = 66%)
[07:55:31]   [65/200] multi_turn_miss_param_64: PASS (43/65 = 66%)
[07:55:34]   [66/200] multi_turn_miss_param_65: PASS (44/66 = 67%)
[07:55:42]   [67/200] multi_turn_miss_param_66: PASS (45/67 = 67%)
[07:55:53]   [68/200] multi_turn_miss_param_67: PASS (46/68 = 68%)
[07:56:00]   [69/200] multi_turn_miss_param_68: FAIL (46/69 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:56:01]   [70/200] multi_turn_miss_param_69: PASS (47/70 = 67%)
[07:56:13]   [71/200] multi_turn_miss_param_70: FAIL (47/71 = 66%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:56:28]   [72/200] multi_turn_miss_param_72: PASS (48/72 = 67%)
[07:56:29]   [73/200] multi_turn_miss_param_71: PASS (49/73 = 67%)
[07:56:34]   [74/200] multi_turn_miss_param_73: PASS (50/74 = 68%)
[07:56:51]   [75/200] multi_turn_miss_param_74: PASS (51/75 = 68%)
[07:56:53]   [76/200] multi_turn_miss_param_76: PASS (52/76 = 68%)
[07:56:56]   [77/200] multi_turn_miss_param_75: FAIL (52/77 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:57:11]   [78/200] multi_turn_miss_param_78: FAIL (52/78 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:57:12]   [79/200] multi_turn_miss_param_77: FAIL (52/79 = 66%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:57:18]   [80/200] multi_turn_miss_param_79: PASS (53/80 = 66%)
[07:57:41]   [81/200] multi_turn_miss_param_81: FAIL (53/81 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:57:44]   [82/200] multi_turn_miss_param_80: PASS (54/82 = 66%)
[07:57:52]   [83/200] multi_turn_miss_param_82: PASS (55/83 = 66%)
[07:57:57]   [84/200] multi_turn_miss_param_83: PASS (56/84 = 67%)
[07:58:00]   [85/200] multi_turn_miss_param_84: PASS (57/85 = 67%)
[07:58:10]   [86/200] multi_turn_miss_param_85: PASS (58/86 = 67%)
[07:58:23]   [87/200] multi_turn_miss_param_86: PASS (59/87 = 68%)
[07:58:26]   [88/200] multi_turn_miss_param_87: PASS (60/88 = 68%)
[07:58:27]   [89/200] multi_turn_miss_param_88: PASS (61/89 = 69%)
[07:58:39]   [90/200] multi_turn_miss_param_91: PASS (62/90 = 69%)
[07:58:48]   [91/200] multi_turn_miss_param_89: PASS (63/91 = 69%)
[07:59:01]   [92/200] multi_turn_miss_param_90: PASS (64/92 = 70%)
[07:59:05]   [93/200] multi_turn_miss_param_93: PASS (65/93 = 70%)
[07:59:10]   [94/200] multi_turn_miss_param_92: FAIL (65/94 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[07:59:21]   [95/200] multi_turn_miss_param_94: PASS (66/95 = 69%)
[07:59:28]   [96/200] multi_turn_miss_param_95: PASS (67/96 = 70%)
[07:59:36]   [97/200] multi_turn_miss_param_96: PASS (68/97 = 70%)
[07:59:48]   [98/200] multi_turn_miss_param_98: FAIL (68/98 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:59:58]   [99/200] multi_turn_miss_param_97: PASS (69/99 = 70%)
[08:00:00]   [100/200] multi_turn_miss_param_99: FAIL (69/100 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[08:00:05]   [101/200] multi_turn_miss_param_100: PASS (70/101 = 69%)
[08:00:12]   [102/200] multi_turn_miss_param_101: PASS (71/102 = 70%)
[08:00:25]   [103/200] multi_turn_miss_param_102: PASS (72/103 = 70%)
[08:00:27]   [104/200] multi_turn_miss_param_104: PASS (73/104 = 70%)
[08:00:30]   [105/200] multi_turn_miss_param_103: FAIL (73/105 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:00:37]   [106/200] multi_turn_miss_param_105: FAIL (73/106 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[08:00:50]   [107/200] multi_turn_miss_param_106: FAIL (73/107 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:00:58]   [108/200] multi_turn_miss_param_107: PASS (74/108 = 69%)
[08:01:04]   [109/200] multi_turn_miss_param_108: PASS (75/109 = 69%)
[08:01:24]   [110/200] multi_turn_miss_param_109: FAIL (75/110 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 7.
[08:01:24]   [111/200] multi_turn_miss_param_111: FAIL (75/111 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:01:36]   [112/200] multi_turn_miss_param_113: PASS (76/112 = 68%)
[08:01:49]   [113/200] multi_turn_miss_param_110: FAIL (76/113 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 6.
[08:01:56]   [114/200] multi_turn_miss_param_114: PASS (77/114 = 68%)
[08:02:00]   [115/200] multi_turn_miss_param_112: PASS (78/115 = 68%)
[08:02:11]   [116/200] multi_turn_miss_param_115: PASS (79/116 = 68%)
[08:02:19]   [117/200] multi_turn_miss_param_116: PASS (80/117 = 68%)
[08:02:24]   [118/200] multi_turn_miss_param_117: FAIL (80/118 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 6.
[08:02:33]   [119/200] multi_turn_miss_param_118: PASS (81/119 = 68%)
[08:02:39]   [120/200] multi_turn_miss_param_120: PASS (82/120 = 68%)
[08:02:43]   [121/200] multi_turn_miss_param_119: PASS (83/121 = 69%)
[08:02:51]   [122/200] multi_turn_miss_param_121: FAIL (83/122 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[08:02:53]   [123/200] multi_turn_miss_param_122: PASS (84/123 = 68%)
[08:03:01]   [124/200] multi_turn_miss_param_123: PASS (85/124 = 69%)
[08:03:10]   [125/200] multi_turn_miss_param_124: PASS (86/125 = 69%)
[08:03:15]   [126/200] multi_turn_miss_param_126: PASS (87/126 = 69%)
[08:03:23]   [127/200] multi_turn_miss_param_125: FAIL (87/127 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:03:31]   [128/200] multi_turn_miss_param_127: PASS (88/128 = 69%)
[08:03:34]   [129/200] multi_turn_miss_param_128: PASS (89/129 = 69%)
[08:03:50]   [130/200] multi_turn_miss_param_130: PASS (90/130 = 69%)
[08:03:52]   [131/200] multi_turn_miss_param_129: FAIL (90/131 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:04:02]   [132/200] multi_turn_miss_param_132: PASS (91/132 = 69%)
[08:04:06]   [133/200] multi_turn_miss_param_133: PASS (92/133 = 69%)
[08:04:09]   [134/200] multi_turn_miss_param_131: PASS (93/134 = 69%)
[08:04:27]   [135/200] multi_turn_miss_param_135: FAIL (93/135 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:04:29]   [136/200] multi_turn_miss_param_134: FAIL (93/136 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:04:32]   [137/200] multi_turn_miss_param_136: PASS (94/137 = 69%)
[08:04:45]   [138/200] multi_turn_miss_param_137: PASS (95/138 = 69%)
[08:04:51]   [139/200] multi_turn_miss_param_139: PASS (96/139 = 69%)
[08:04:57]   [140/200] multi_turn_miss_param_138: PASS (97/140 = 69%)
[08:05:13]   [141/200] multi_turn_miss_param_140: FAIL (97/141 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[08:05:14]   [142/200] multi_turn_miss_param_141: PASS (98/142 = 69%)
[08:05:15]   [143/200] multi_turn_miss_param_142: FAIL (98/143 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:05:29]   [144/200] multi_turn_miss_param_144: PASS (99/144 = 69%)
[08:05:37]   [145/200] multi_turn_miss_param_145: PASS (100/145 = 69%)
[08:05:45]   [146/200] multi_turn_miss_param_146: FAIL (100/146 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[08:05:51]   [147/200] multi_turn_miss_param_147: PASS (101/147 = 69%)
[08:06:12]   [148/200] multi_turn_miss_param_143: PASS (102/148 = 69%)
[08:06:13]   [149/200] multi_turn_miss_param_149: PASS (103/149 = 69%)
[08:06:26]   [150/200] multi_turn_miss_param_148: PASS (104/150 = 69%)
[08:06:26]   [151/200] multi_turn_miss_param_150: PASS (105/151 = 70%)
[08:06:34]   [152/200] multi_turn_miss_param_151: PASS (106/152 = 70%)
[08:06:48]   [153/200] multi_turn_miss_param_152: PASS (107/153 = 70%)
[08:06:55]   [154/200] multi_turn_miss_param_153: PASS (108/154 = 70%)
[08:07:01]   [155/200] multi_turn_miss_param_154: FAIL (108/155 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[08:07:01]   [156/200] multi_turn_miss_param_155: FAIL (108/156 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[08:07:20]   [157/200] multi_turn_miss_param_158: PASS (109/157 = 69%)
[08:07:23]   [158/200] multi_turn_miss_param_157: PASS (110/158 = 70%)
[08:07:33]   [159/200] multi_turn_miss_param_156: FAIL (110/159 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[08:07:41]   [160/200] multi_turn_miss_param_159: PASS (111/160 = 69%)
[08:07:47]   [161/200] multi_turn_miss_param_161: PASS (112/161 = 70%)
[08:07:47]   [162/200] multi_turn_miss_param_160: PASS (113/162 = 70%)
[08:08:03]   [163/200] multi_turn_miss_param_163: PASS (114/163 = 70%)
[08:08:18]   [164/200] multi_turn_miss_param_164: FAIL (114/164 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[08:08:19]   [165/200] multi_turn_miss_param_162: PASS (115/165 = 70%)
[08:08:31]   [166/200] multi_turn_miss_param_165: PASS (116/166 = 70%)
[08:08:43]   [167/200] multi_turn_miss_param_167: PASS (117/167 = 70%)
[08:08:48]   [168/200] multi_turn_miss_param_166: PASS (118/168 = 70%)
[08:08:57]   [169/200] multi_turn_miss_param_168: FAIL (118/169 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[08:09:01]   [170/200] multi_turn_miss_param_169: PASS (119/170 = 70%)
[08:09:23]   [171/200] multi_turn_miss_param_170: FAIL (119/171 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:09:24]   [172/200] multi_turn_miss_param_172: PASS (120/172 = 70%)
[08:09:27]   [173/200] multi_turn_miss_param_171: PASS (121/173 = 70%)
[08:09:46]   [174/200] multi_turn_miss_param_173: FAIL (121/174 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[08:09:47]   [175/200] multi_turn_miss_param_175: PASS (122/175 = 70%)
[08:10:02]   [176/200] multi_turn_miss_param_174: PASS (123/176 = 70%)
[08:10:05]   [177/200] multi_turn_miss_param_177: FAIL (123/177 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[08:10:10]   [178/200] multi_turn_miss_param_176: FAIL (123/178 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[08:10:29]   [179/200] multi_turn_miss_param_179: PASS (124/179 = 69%)
[08:10:31]   [180/200] multi_turn_miss_param_178: PASS (125/180 = 69%)
[08:10:42]   [181/200] multi_turn_miss_param_182: PASS (126/181 = 70%)
[08:11:00]   [182/200] multi_turn_miss_param_180: PASS (127/182 = 70%)
[08:11:03]   [183/200] multi_turn_miss_param_181: FAIL (127/183 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:11:22]   [184/200] multi_turn_miss_param_183: FAIL (127/184 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[08:11:30]   [185/200] multi_turn_miss_param_184: PASS (128/185 = 69%)
[08:11:36]   [186/200] multi_turn_miss_param_185: FAIL (128/186 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[08:11:54]   [187/200] multi_turn_miss_param_186: PASS (129/187 = 69%)
[08:11:55]   [188/200] multi_turn_miss_param_187: FAIL (129/188 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[08:12:04]   [189/200] multi_turn_miss_param_188: FAIL (129/189 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[08:12:29]   [190/200] multi_turn_miss_param_191: PASS (130/190 = 68%)
[08:12:34]   [191/200] multi_turn_miss_param_189: FAIL (130/191 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:12:41]   [192/200] multi_turn_miss_param_190: PASS (131/192 = 68%)
[08:12:53]   [193/200] multi_turn_miss_param_192: PASS (132/193 = 68%)
[08:13:02]   [194/200] multi_turn_miss_param_193: FAIL (132/194 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[08:13:13]   [195/200] multi_turn_miss_param_194: PASS (133/195 = 68%)
[08:13:23]   [196/200] multi_turn_miss_param_195: PASS (134/196 = 68%)
[08:13:27]   [197/200] multi_turn_miss_param_196: FAIL (134/197 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[08:13:33]   [198/200] multi_turn_miss_param_198: FAIL (134/198 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[08:13:36]   [199/200] multi_turn_miss_param_197: PASS (135/199 = 68%)
[08:13:52]   [200/200] multi_turn_miss_param_199: PASS (136/200 = 68%)
[08:13:52]   multi_turn_miss_param: 136/200 (68.0%) in 1571s | cost=$4.96
[08:13:52] Run complete. Log: /Users/timmetim/development/glyphh-master/glyphh-models/bfcl/results/full-eval/run_20260311_074741.log
