[07:22:37] Run started: categories=['multi_turn_miss_func'], workers=3, max_entries=all
[07:22:37] ── multi_turn_miss_func ──
[07:22:37]   Loaded 200 entries
[07:30:46]   [73/200] multi_turn_miss_func_74: FAIL (48/73 = 66%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:30:46]   [74/200] multi_turn_miss_func_73: PASS (49/74 = 66%)
[07:30:46]   [75/200] multi_turn_miss_func_72: FAIL (49/75 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:31:03]   [76/200] multi_turn_miss_func_76: PASS (50/76 = 66%)
[07:31:06]   [77/200] multi_turn_miss_func_77: FAIL (50/77 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:31:20]   [78/200] multi_turn_miss_func_79: PASS (51/78 = 65%)
[07:31:20]   [79/200] multi_turn_miss_func_78: FAIL (51/79 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:31:24]   [80/200] multi_turn_miss_func_75: FAIL (51/80 = 64%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:31:48]   [81/200] multi_turn_miss_func_82: PASS (52/81 = 64%)
[07:31:51]   [82/200] multi_turn_miss_func_81: FAIL (52/82 = 63%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:31:53]   [83/200] multi_turn_miss_func_80: PASS (53/83 = 64%)
[07:32:07]   [84/200] multi_turn_miss_func_83: PASS (54/84 = 64%)
[07:32:09]   [85/200] multi_turn_miss_func_85: PASS (55/85 = 65%)
[07:32:14]   [86/200] multi_turn_miss_func_84: PASS (56/86 = 65%)
[07:32:28]   [87/200] multi_turn_miss_func_86: PASS (57/87 = 66%)
[07:32:30]   [88/200] multi_turn_miss_func_87: PASS (58/88 = 66%)
[07:32:35]   [89/200] multi_turn_miss_func_88: PASS (59/89 = 66%)
[07:32:47]   [90/200] multi_turn_miss_func_89: PASS (60/90 = 67%)
[07:32:48]   [91/200] multi_turn_miss_func_91: PASS (61/91 = 67%)
[07:32:57]   [92/200] multi_turn_miss_func_90: PASS (62/92 = 67%)
[07:33:09]   [93/200] multi_turn_miss_func_93: PASS (63/93 = 68%)
[07:33:11]   [94/200] multi_turn_miss_func_92: FAIL (63/94 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[07:33:15]   [95/200] multi_turn_miss_func_94: PASS (64/95 = 67%)
[07:33:33]   [96/200] multi_turn_miss_func_96: PASS (65/96 = 68%)
[07:33:34]   [97/200] multi_turn_miss_func_95: PASS (66/97 = 68%)
[07:33:50]   [98/200] multi_turn_miss_func_97: PASS (67/98 = 68%)
[07:33:56]   [99/200] multi_turn_miss_func_98: PASS (68/99 = 69%)
[07:34:01]   [100/200] multi_turn_miss_func_100: PASS (69/100 = 69%)
[07:34:01]   [101/200] multi_turn_miss_func_99: FAIL (69/101 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:34:13]   [102/200] multi_turn_miss_func_101: PASS (70/102 = 69%)
[07:34:18]   [103/200] multi_turn_miss_func_102: PASS (71/103 = 69%)
[07:34:21]   [104/200] multi_turn_miss_func_103: PASS (72/104 = 69%)
[07:34:29]   [105/200] multi_turn_miss_func_105: PASS (73/105 = 70%)
[07:34:30]   [106/200] multi_turn_miss_func_104: PASS (74/106 = 70%)
[07:34:46]   [107/200] multi_turn_miss_func_106: PASS (75/107 = 70%)
[07:34:53]   [108/200] multi_turn_miss_func_107: PASS (76/108 = 70%)
[07:35:03]   [109/200] multi_turn_miss_func_108: FAIL (76/109 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:35:17]   [110/200] multi_turn_miss_func_109: PASS (77/110 = 70%)
[07:35:20]   [111/200] multi_turn_miss_func_110: FAIL (77/111 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 6.
[07:35:27]   [112/200] multi_turn_miss_func_111: PASS (78/112 = 70%)
[07:35:28]   [113/200] multi_turn_miss_func_113: PASS (79/113 = 70%)
[07:35:43]   [114/200] multi_turn_miss_func_114: PASS (80/114 = 70%)
[07:35:43]   [115/200] multi_turn_miss_func_115: PASS (81/115 = 70%)
[07:35:46]   [116/200] multi_turn_miss_func_112: PASS (82/116 = 71%)
[07:36:07]   [117/200] multi_turn_miss_func_116: PASS (83/117 = 71%)
[07:36:10]   [118/200] multi_turn_miss_func_117: PASS (84/118 = 71%)
[07:36:14]   [119/200] multi_turn_miss_func_118: FAIL (84/119 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:36:23]   [120/200] multi_turn_miss_func_119: PASS (85/120 = 71%)
[07:36:23]   [121/200] multi_turn_miss_func_120: PASS (86/121 = 71%)
[07:36:35]   [122/200] multi_turn_miss_func_121: FAIL (86/122 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:36:39]   [123/200] multi_turn_miss_func_122: PASS (87/123 = 71%)
[07:36:40]   [124/200] multi_turn_miss_func_123: PASS (88/124 = 71%)
[07:36:55]   [125/200] multi_turn_miss_func_124: FAIL (88/125 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:37:06]   [126/200] multi_turn_miss_func_126: FAIL (88/126 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:37:10]   [127/200] multi_turn_miss_func_125: FAIL (88/127 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:37:12]   [128/200] multi_turn_miss_func_127: FAIL (88/128 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:37:21]   [129/200] multi_turn_miss_func_128: PASS (89/129 = 69%)
[07:37:29]   [130/200] multi_turn_miss_func_130: PASS (90/130 = 69%)
[07:37:30]   [131/200] multi_turn_miss_func_129: PASS (91/131 = 69%)
[07:37:43]   [132/200] multi_turn_miss_func_132: FAIL (91/132 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:37:49]   [133/200] multi_turn_miss_func_133: FAIL (91/133 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:37:51]   [134/200] multi_turn_miss_func_131: PASS (92/134 = 69%)
[07:38:02]   [135/200] multi_turn_miss_func_134: FAIL (92/135 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:38:03]   [136/200] multi_turn_miss_func_135: PASS (93/136 = 68%)
[07:38:11]   [137/200] multi_turn_miss_func_136: PASS (94/137 = 69%)
[07:38:20]   [138/200] multi_turn_miss_func_137: PASS (95/138 = 69%)
[07:38:22]   [139/200] multi_turn_miss_func_139: PASS (96/139 = 69%)
[07:38:37]   [140/200] multi_turn_miss_func_138: PASS (97/140 = 69%)
[07:38:45]   [141/200] multi_turn_miss_func_140: FAIL (97/141 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:38:49]   [142/200] multi_turn_miss_func_141: FAIL (97/142 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:38:53]   [143/200] multi_turn_miss_func_142: PASS (98/143 = 69%)
[07:38:58]   [144/200] multi_turn_miss_func_144: PASS (99/144 = 69%)
[07:39:10]   [145/200] multi_turn_miss_func_143: FAIL (99/145 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:39:10]   [146/200] multi_turn_miss_func_146: PASS (100/146 = 68%)
[07:39:14]   [147/200] multi_turn_miss_func_145: PASS (101/147 = 69%)
[07:39:35]   [148/200] multi_turn_miss_func_149: PASS (102/148 = 69%)
[07:39:37]   [149/200] multi_turn_miss_func_147: FAIL (102/149 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:39:42]   [150/200] multi_turn_miss_func_148: FAIL (102/150 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:39:53]   [151/200] multi_turn_miss_func_150: PASS (103/151 = 68%)
[07:40:08]   [152/200] multi_turn_miss_func_152: PASS (104/152 = 68%)
[07:40:12]   [153/200] multi_turn_miss_func_151: FAIL (104/153 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:40:15]   [154/200] multi_turn_miss_func_153: PASS (105/154 = 68%)
[07:40:25]   [155/200] multi_turn_miss_func_155: FAIL (105/155 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:40:42]   [156/200] multi_turn_miss_func_157: PASS (106/156 = 68%)
[07:40:43]   [157/200] multi_turn_miss_func_154: FAIL (106/157 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:40:58]   [158/200] multi_turn_miss_func_159: PASS (107/158 = 68%)
[07:41:01]   [159/200] multi_turn_miss_func_158: PASS (108/159 = 68%)
[07:41:11]   [160/200] multi_turn_miss_func_156: FAIL (108/160 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:41:25]   [161/200] multi_turn_miss_func_160: PASS (109/161 = 68%)
[07:41:27]   [162/200] multi_turn_miss_func_161: PASS (110/162 = 68%)
[07:41:39]   [163/200] multi_turn_miss_func_163: FAIL (110/163 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:41:50]   [164/200] multi_turn_miss_func_162: FAIL (110/164 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[07:41:52]   [165/200] multi_turn_miss_func_164: PASS (111/165 = 67%)
[07:42:09]   [166/200] multi_turn_miss_func_165: PASS (112/166 = 67%)
[07:42:17]   [167/200] multi_turn_miss_func_166: PASS (113/167 = 68%)
[07:42:24]   [168/200] multi_turn_miss_func_167: PASS (114/168 = 68%)
[07:42:33]   [169/200] multi_turn_miss_func_168: FAIL (114/169 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[07:42:44]   [170/200] multi_turn_miss_func_169: PASS (115/170 = 68%)
[07:43:02]   [171/200] multi_turn_miss_func_171: PASS (116/171 = 68%)
[07:43:04]   [172/200] multi_turn_miss_func_170: FAIL (116/172 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:43:16]   [173/200] multi_turn_miss_func_172: PASS (117/173 = 68%)
[07:43:28]   [174/200] multi_turn_miss_func_173: FAIL (117/174 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:43:41]   [175/200] multi_turn_miss_func_175: PASS (118/175 = 67%)
[07:43:43]   [176/200] multi_turn_miss_func_176: FAIL (118/176 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:43:45]   [177/200] multi_turn_miss_func_174: FAIL (118/177 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:44:03]   [178/200] multi_turn_miss_func_177: FAIL (118/178 = 66%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:44:10]   [179/200] multi_turn_miss_func_179: PASS (119/179 = 66%)
[07:44:13]   [180/200] multi_turn_miss_func_178: FAIL (119/180 = 66%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:44:25]   [181/200] multi_turn_miss_func_182: PASS (120/181 = 66%)
[07:44:34]   [182/200] multi_turn_miss_func_180: PASS (121/182 = 66%)
[07:44:50]   [183/200] multi_turn_miss_func_181: FAIL (121/183 = 66%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:45:05]   [184/200] multi_turn_miss_func_183: FAIL (121/184 = 66%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[07:45:05]   [185/200] multi_turn_miss_func_184: PASS (122/185 = 66%)
[07:45:12]   [186/200] multi_turn_miss_func_185: FAIL (122/186 = 66%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:45:35]   [187/200] multi_turn_miss_func_187: PASS (123/187 = 66%)
[07:45:44]   [188/200] multi_turn_miss_func_188: FAIL (123/188 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[07:45:57]   [189/200] multi_turn_miss_func_186: FAIL (123/189 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[07:46:08]   [190/200] multi_turn_miss_func_189: FAIL (123/190 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[07:46:16]   [191/200] multi_turn_miss_func_190: PASS (124/191 = 65%)
[07:46:29]   [192/200] multi_turn_miss_func_192: PASS (125/192 = 65%)
[07:46:34]   [193/200] multi_turn_miss_func_191: PASS (126/193 = 65%)
[07:46:49]   [194/200] multi_turn_miss_func_193: FAIL (126/194 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[07:46:54]   [195/200] multi_turn_miss_func_194: PASS (127/195 = 65%)
[07:47:09]   [196/200] multi_turn_miss_func_195: FAIL (127/196 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:47:15]   [197/200] multi_turn_miss_func_197: PASS (128/197 = 65%)
[07:47:19]   [198/200] multi_turn_miss_func_196: PASS (129/198 = 65%)
[07:47:24]   [199/200] multi_turn_miss_func_198: FAIL (129/199 = 65%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[07:47:41]   [200/200] multi_turn_miss_func_199: PASS (130/200 = 65%)
[07:47:41]   multi_turn_miss_func: 130/200 (65.0%) in 1505s | cost=$3.99
[07:47:41] Run complete. Log: /Users/timmetim/development/glyphh-master/glyphh-models/bfcl/results/full-eval/run_20260311_072237.log
