[12:57:38] Run started: categories=['multi_turn_long_context'], workers=3, max_entries=all
[12:57:38] ── multi_turn_long_context ──
[12:57:38]   Loaded 200 entries
[13:00:01]   [27/200] multi_turn_long_context_24: FAIL (22/27 = 81%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:00:08]   [28/200] multi_turn_long_context_27: FAIL (22/28 = 79%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:00:08]   [29/200] multi_turn_long_context_29: PASS (23/29 = 79%)
[13:00:12]   [30/200] multi_turn_long_context_28: FAIL (23/30 = 77%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[13:00:20]   [31/200] multi_turn_long_context_32: FAIL (23/31 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:00:21]   [32/200] multi_turn_long_context_30: PASS (24/32 = 75%)
[13:00:24]   [33/200] multi_turn_long_context_31: FAIL (24/33 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:00:30]   [34/200] multi_turn_long_context_34: FAIL (24/34 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:00:33]   [35/200] multi_turn_long_context_33: PASS (25/35 = 71%)
[13:00:40]   [36/200] multi_turn_long_context_35: FAIL (25/36 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:00:44]   [37/200] multi_turn_long_context_37: PASS (26/37 = 70%)
[13:00:48]   [38/200] multi_turn_long_context_36: FAIL (26/38 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:00:53]   [39/200] multi_turn_long_context_38: FAIL (26/39 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:00:58]   [40/200] multi_turn_long_context_39: PASS (27/40 = 68%)
[13:01:01]   [41/200] multi_turn_long_context_40: PASS (28/41 = 68%)
[13:01:07]   [42/200] multi_turn_long_context_42: FAIL (28/42 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:01:09]   [43/200] multi_turn_long_context_41: PASS (29/43 = 67%)
[13:01:13]   [44/200] multi_turn_long_context_43: PASS (30/44 = 68%)
[13:01:17]   [45/200] multi_turn_long_context_46: FAIL (30/45 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:01:18]   [46/200] multi_turn_long_context_45: PASS (31/46 = 67%)
[13:01:23]   [47/200] multi_turn_long_context_44: PASS (32/47 = 68%)
[13:01:27]   [48/200] multi_turn_long_context_47: PASS (33/48 = 69%)
[13:01:30]   [49/200] multi_turn_long_context_50: PASS (34/49 = 69%)
[13:01:35]   [50/200] multi_turn_long_context_49: PASS (35/50 = 70%)
[13:01:36]   [51/200] multi_turn_long_context_48: PASS (36/51 = 71%)
[13:01:49]   [52/200] multi_turn_long_context_51: PASS (37/52 = 71%)
[13:01:51]   [53/200] multi_turn_long_context_53: PASS (38/53 = 72%)
[13:01:57]   [54/200] multi_turn_long_context_52: PASS (39/54 = 72%)
[13:02:05]   [55/200] multi_turn_long_context_54: FAIL (39/55 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:02:15]   [56/200] multi_turn_long_context_55: PASS (40/56 = 71%)
[13:02:15]   [57/200] multi_turn_long_context_57: PASS (41/57 = 72%)
[13:02:16]   [58/200] multi_turn_long_context_56: FAIL (41/58 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:02:39]   [59/200] multi_turn_long_context_60: PASS (42/59 = 71%)
[13:02:42]   [60/200] multi_turn_long_context_58: FAIL (42/60 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:02:53]   [61/200] multi_turn_long_context_59: PASS (43/61 = 70%)
[13:02:57]   [62/200] multi_turn_long_context_62: FAIL (43/62 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:03:08]   [63/200] multi_turn_long_context_61: PASS (44/63 = 70%)
[13:03:11]   [64/200] multi_turn_long_context_64: PASS (45/64 = 70%)
[13:03:14]   [65/200] multi_turn_long_context_63: PASS (46/65 = 71%)
[13:03:27]   [66/200] multi_turn_long_context_66: PASS (47/66 = 71%)
[13:03:28]   [67/200] multi_turn_long_context_65: PASS (48/67 = 72%)
[13:03:34]   [68/200] multi_turn_long_context_67: PASS (49/68 = 72%)
[13:03:43]   [69/200] multi_turn_long_context_69: PASS (50/69 = 72%)
[13:03:52]   [70/200] multi_turn_long_context_70: FAIL (50/70 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:03:53]   [71/200] multi_turn_long_context_68: FAIL (50/71 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:04:06]   [72/200] multi_turn_long_context_71: PASS (51/72 = 71%)
[13:04:16]   [73/200] multi_turn_long_context_73: PASS (52/73 = 71%)
[13:04:17]   [74/200] multi_turn_long_context_72: FAIL (52/74 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[13:04:24]   [75/200] multi_turn_long_context_74: PASS (53/75 = 71%)
[13:04:31]   [76/200] multi_turn_long_context_76: FAIL (53/76 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:04:33]   [77/200] multi_turn_long_context_77: PASS (54/77 = 70%)
[13:04:36]   [78/200] multi_turn_long_context_75: FAIL (54/78 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:04:42]   [79/200] multi_turn_long_context_78: FAIL (54/79 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:04:45]   [80/200] multi_turn_long_context_79: PASS (55/80 = 69%)
[13:05:04]   [81/200] multi_turn_long_context_82: PASS (56/81 = 69%)
[13:05:08]   [82/200] multi_turn_long_context_80: PASS (57/82 = 70%)
[13:05:09]   [83/200] multi_turn_long_context_81: FAIL (57/83 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[13:05:20]   [84/200] multi_turn_long_context_84: PASS (58/84 = 69%)
[13:05:25]   [85/200] multi_turn_long_context_85: FAIL (58/85 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:05:26]   [86/200] multi_turn_long_context_83: PASS (59/86 = 69%)
[13:05:40]   [87/200] multi_turn_long_context_86: PASS (60/87 = 69%)
[13:05:42]   [88/200] multi_turn_long_context_88: PASS (61/88 = 69%)
[13:05:42]   [89/200] multi_turn_long_context_87: PASS (62/89 = 70%)
[13:05:52]   [90/200] multi_turn_long_context_91: FAIL (62/90 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:05:59]   [91/200] multi_turn_long_context_89: PASS (63/91 = 69%)
[13:06:07]   [92/200] multi_turn_long_context_90: FAIL (63/92 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:06:09]   [93/200] multi_turn_long_context_93: FAIL (63/93 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:06:14]   [94/200] multi_turn_long_context_92: FAIL (63/94 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[13:06:27]   [95/200] multi_turn_long_context_94: PASS (64/95 = 67%)
[13:06:28]   [96/200] multi_turn_long_context_95: PASS (65/96 = 68%)
[13:06:32]   [97/200] multi_turn_long_context_96: PASS (66/97 = 68%)
[13:06:43]   [98/200] multi_turn_long_context_98: FAIL (66/98 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:06:51]   [99/200] multi_turn_long_context_100: PASS (67/99 = 68%)
[13:06:52]   [100/200] multi_turn_long_context_99: FAIL (67/100 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[13:06:56]   [101/200] multi_turn_long_context_97: PASS (68/101 = 67%)
[13:06:59]   [102/200] multi_turn_long_context_101: PASS (69/102 = 68%)
[13:07:08]   [103/200] multi_turn_long_context_102: PASS (70/103 = 68%)
[13:07:10]   [104/200] multi_turn_long_context_104: FAIL (70/104 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:07:15]   [105/200] multi_turn_long_context_103: PASS (71/105 = 68%)
[13:07:15]   [106/200] multi_turn_long_context_105: PASS (72/106 = 68%)
[13:07:25]   [107/200] multi_turn_long_context_106: FAIL (72/107 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[13:07:31]   [108/200] multi_turn_long_context_107: PASS (73/108 = 68%)
[13:07:36]   [109/200] multi_turn_long_context_108: PASS (74/109 = 68%)
[13:07:50]   [110/200] multi_turn_long_context_109: PASS (75/110 = 68%)
[13:07:53]   [111/200] multi_turn_long_context_111: PASS (76/111 = 68%)
[13:07:53]   [112/200] multi_turn_long_context_110: PASS (77/112 = 69%)
[13:08:02]   [113/200] multi_turn_long_context_113: PASS (78/113 = 69%)
[13:08:04]   [114/200] multi_turn_long_context_112: PASS (79/114 = 69%)
[13:08:09]   [115/200] multi_turn_long_context_114: PASS (80/115 = 70%)
[13:08:17]   [116/200] multi_turn_long_context_115: PASS (81/116 = 70%)
[13:08:22]   [117/200] multi_turn_long_context_116: PASS (82/117 = 70%)
[13:08:32]   [118/200] multi_turn_long_context_117: PASS (83/118 = 70%)
[13:08:33]   [119/200] multi_turn_long_context_119: PASS (84/119 = 71%)
[13:08:36]   [120/200] multi_turn_long_context_118: PASS (85/120 = 71%)
[13:08:45]   [121/200] multi_turn_long_context_120: PASS (86/121 = 71%)
[13:08:46]   [122/200] multi_turn_long_context_121: FAIL (86/122 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[13:08:46]   [123/200] multi_turn_long_context_122: PASS (87/123 = 71%)
[13:08:59]   [124/200] multi_turn_long_context_123: PASS (88/124 = 71%)
[13:08:59]   [125/200] multi_turn_long_context_124: FAIL (88/125 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:09:06]   [126/200] multi_turn_long_context_125: FAIL (88/126 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[13:09:10]   [127/200] multi_turn_long_context_126: PASS (89/127 = 70%)
[13:09:11]   [128/200] multi_turn_long_context_127: PASS (90/128 = 70%)
[13:09:21]   [129/200] multi_turn_long_context_128: PASS (91/129 = 71%)
[13:09:24]   [130/200] multi_turn_long_context_130: PASS (92/130 = 71%)
[13:09:25]   [131/200] multi_turn_long_context_129: PASS (93/131 = 71%)
[13:09:35]   [132/200] multi_turn_long_context_132: PASS (94/132 = 71%)
[13:09:39]   [133/200] multi_turn_long_context_133: PASS (95/133 = 71%)
[13:09:45]   [134/200] multi_turn_long_context_131: PASS (96/134 = 72%)
[13:09:52]   [135/200] multi_turn_long_context_134: PASS (97/135 = 72%)
[13:09:53]   [136/200] multi_turn_long_context_135: PASS (98/136 = 72%)
[13:10:00]   [137/200] multi_turn_long_context_136: PASS (99/137 = 72%)
[13:10:09]   [138/200] multi_turn_long_context_139: PASS (100/138 = 72%)
[13:10:12]   [139/200] multi_turn_long_context_137: PASS (101/139 = 73%)
[13:10:17]   [140/200] multi_turn_long_context_138: PASS (102/140 = 73%)
[13:10:24]   [141/200] multi_turn_long_context_140: PASS (103/141 = 73%)
[13:10:29]   [142/200] multi_turn_long_context_141: PASS (104/142 = 73%)
[13:10:32]   [143/200] multi_turn_long_context_142: PASS (105/143 = 73%)
[13:10:38]   [144/200] multi_turn_long_context_144: PASS (106/144 = 74%)
[13:10:42]   [145/200] multi_turn_long_context_143: PASS (107/145 = 74%)
[13:10:48]   [146/200] multi_turn_long_context_146: PASS (108/146 = 74%)
[13:10:51]   [147/200] multi_turn_long_context_145: PASS (109/147 = 74%)
[13:10:54]   [148/200] multi_turn_long_context_147: FAIL (109/148 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:11:05]   [149/200] multi_turn_long_context_150: PASS (110/149 = 74%)
[13:11:09]   [150/200] multi_turn_long_context_148: PASS (111/150 = 74%)
[13:11:11]   [151/200] multi_turn_long_context_149: PASS (112/151 = 74%)
[13:11:21]   [152/200] multi_turn_long_context_151: FAIL (112/152 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[13:11:24]   [153/200] multi_turn_long_context_152: FAIL (112/153 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:11:32]   [154/200] multi_turn_long_context_155: FAIL (112/154 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:11:34]   [155/200] multi_turn_long_context_153: PASS (113/155 = 73%)
[13:11:45]   [156/200] multi_turn_long_context_157: PASS (114/156 = 73%)
[13:11:46]   [157/200] multi_turn_long_context_154: FAIL (114/157 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:11:55]   [158/200] multi_turn_long_context_158: PASS (115/158 = 73%)
[13:11:57]   [159/200] multi_turn_long_context_156: PASS (116/159 = 73%)
[13:12:00]   [160/200] multi_turn_long_context_159: PASS (117/160 = 73%)
[13:12:08]   [161/200] multi_turn_long_context_161: PASS (118/161 = 73%)
[13:12:15]   [162/200] multi_turn_long_context_160: FAIL (118/162 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:12:20]   [163/200] multi_turn_long_context_163: PASS (119/163 = 73%)
[13:12:32]   [164/200] multi_turn_long_context_162: PASS (120/164 = 73%)
[13:12:36]   [165/200] multi_turn_long_context_164: FAIL (120/165 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[13:12:36]   [166/200] multi_turn_long_context_165: PASS (121/166 = 73%)
[13:12:50]   [167/200] multi_turn_long_context_166: PASS (122/167 = 73%)
[13:12:56]   [168/200] multi_turn_long_context_168: FAIL (122/168 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[13:12:58]   [169/200] multi_turn_long_context_167: PASS (123/169 = 73%)
[13:13:03]   [170/200] multi_turn_long_context_169: PASS (124/170 = 73%)
[13:13:19]   [171/200] multi_turn_long_context_170: PASS (125/171 = 73%)
[13:13:22]   [172/200] multi_turn_long_context_171: FAIL (125/172 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:13:24]   [173/200] multi_turn_long_context_172: PASS (126/173 = 73%)
[13:13:35]   [174/200] multi_turn_long_context_173: FAIL (126/174 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[13:13:37]   [175/200] multi_turn_long_context_175: FAIL (126/175 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:13:43]   [176/200] multi_turn_long_context_176: PASS (127/176 = 72%)
[13:13:49]   [177/200] multi_turn_long_context_177: FAIL (127/177 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:13:51]   [178/200] multi_turn_long_context_174: FAIL (127/178 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[13:14:06]   [179/200] multi_turn_long_context_179: PASS (128/179 = 72%)
[13:14:07]   [180/200] multi_turn_long_context_178: PASS (129/180 = 72%)
[13:14:15]   [181/200] multi_turn_long_context_182: PASS (130/181 = 72%)
[13:14:22]   [182/200] multi_turn_long_context_180: PASS (131/182 = 72%)
[13:14:30]   [183/200] multi_turn_long_context_181: PASS (132/183 = 72%)
[13:14:42]   [184/200] multi_turn_long_context_184: PASS (133/184 = 72%)
[13:14:43]   [185/200] multi_turn_long_context_185: FAIL (133/185 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:14:52]   [186/200] multi_turn_long_context_183: FAIL (133/186 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:15:06]   [187/200] multi_turn_long_context_187: PASS (134/187 = 72%)
[13:15:13]   [188/200] multi_turn_long_context_186: FAIL (134/188 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[13:15:18]   [189/200] multi_turn_long_context_188: FAIL (134/189 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[13:15:29]   [190/200] multi_turn_long_context_189: FAIL (134/190 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[13:15:34]   [191/200] multi_turn_long_context_191: PASS (135/191 = 71%)
[13:15:35]   [192/200] multi_turn_long_context_190: PASS (136/192 = 71%)
[13:15:46]   [193/200] multi_turn_long_context_192: PASS (137/193 = 71%)
[13:15:50]   [194/200] multi_turn_long_context_193: PASS (138/194 = 71%)
[13:15:59]   [195/200] multi_turn_long_context_194: PASS (139/195 = 71%)
[13:16:10]   [196/200] multi_turn_long_context_196: FAIL (139/196 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[13:16:14]   [197/200] multi_turn_long_context_195: FAIL (139/197 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[13:16:15]   [198/200] multi_turn_long_context_197: PASS (140/198 = 71%)
[13:16:21]   [199/200] multi_turn_long_context_198: FAIL (140/199 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[13:16:34]   [200/200] multi_turn_long_context_199: PASS (141/200 = 70%)
[13:16:34]   multi_turn_long_context: 141/200 (70.5%) in 1136s | cost=$3.73
[13:16:34] Run complete. Log: /Users/timmetim/development/glyphh-master/glyphh-models/bfcl/results/full-eval/run_20260311_125738.log
