[12:11:55] Run started: categories=['multi_turn_miss_func'], workers=3, max_entries=all
[12:11:55] ── multi_turn_miss_func ──
[12:11:55]   Loaded 200 entries
[12:26:00]   [143/200] multi_turn_miss_func_141: FAIL (99/143 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[12:26:05]   [144/200] multi_turn_miss_func_143: FAIL (99/144 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[12:26:11]   [145/200] multi_turn_miss_func_144: PASS (100/145 = 69%)
[12:26:18]   [146/200] multi_turn_miss_func_146: PASS (101/146 = 69%)
[12:26:21]   [147/200] multi_turn_miss_func_145: PASS (102/147 = 69%)
[12:26:30]   [148/200] multi_turn_miss_func_147: PASS (103/148 = 70%)
[12:26:38]   [149/200] multi_turn_miss_func_148: PASS (104/149 = 70%)
[12:26:42]   [150/200] multi_turn_miss_func_149: PASS (105/150 = 70%)
[12:26:49]   [151/200] multi_turn_miss_func_150: PASS (106/151 = 70%)
[12:27:04]   [152/200] multi_turn_miss_func_152: FAIL (106/152 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:27:06]   [153/200] multi_turn_miss_func_151: FAIL (106/153 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:27:13]   [154/200] multi_turn_miss_func_153: PASS (107/154 = 69%)
[12:27:16]   [155/200] multi_turn_miss_func_155: FAIL (107/155 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:27:31]   [156/200] multi_turn_miss_func_157: PASS (108/156 = 69%)
[12:27:32]   [157/200] multi_turn_miss_func_154: FAIL (108/157 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:27:43]   [158/200] multi_turn_miss_func_156: PASS (109/158 = 69%)
[12:27:45]   [159/200] multi_turn_miss_func_159: PASS (110/159 = 69%)
[12:27:49]   [160/200] multi_turn_miss_func_158: PASS (111/160 = 69%)
[12:28:05]   [161/200] multi_turn_miss_func_161: PASS (112/161 = 70%)
[12:28:10]   [162/200] multi_turn_miss_func_160: PASS (113/162 = 70%)
[12:28:20]   [163/200] multi_turn_miss_func_163: FAIL (113/163 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:28:21]   [164/200] multi_turn_miss_func_162: PASS (114/164 = 70%)
[12:28:30]   [165/200] multi_turn_miss_func_164: PASS (115/165 = 70%)
[12:28:45]   [166/200] multi_turn_miss_func_166: PASS (116/166 = 70%)
[12:28:47]   [167/200] multi_turn_miss_func_165: PASS (117/167 = 70%)
[12:28:52]   [168/200] multi_turn_miss_func_167: PASS (118/168 = 70%)
[12:29:03]   [169/200] multi_turn_miss_func_168: FAIL (118/169 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[12:29:11]   [170/200] multi_turn_miss_func_169: PASS (119/170 = 70%)
[12:29:27]   [171/200] multi_turn_miss_func_170: FAIL (119/171 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:29:37]   [172/200] multi_turn_miss_func_172: PASS (120/172 = 70%)
[12:29:42]   [173/200] multi_turn_miss_func_171: FAIL (120/173 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:29:48]   [174/200] multi_turn_miss_func_173: FAIL (120/174 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[12:30:00]   [175/200] multi_turn_miss_func_175: FAIL (120/175 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:30:00]   [176/200] multi_turn_miss_func_176: PASS (121/176 = 69%)
[12:30:13]   [177/200] multi_turn_miss_func_174: FAIL (121/177 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:30:26]   [178/200] multi_turn_miss_func_177: PASS (122/178 = 69%)
[12:30:36]   [179/200] multi_turn_miss_func_179: PASS (123/179 = 69%)
[12:30:38]   [180/200] multi_turn_miss_func_178: FAIL (123/180 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[12:30:55]   [181/200] multi_turn_miss_func_182: PASS (124/181 = 69%)
[12:30:58]   [182/200] multi_turn_miss_func_180: PASS (125/182 = 69%)
[12:31:08]   [183/200] multi_turn_miss_func_181: PASS (126/183 = 69%)
[12:31:25]   [184/200] multi_turn_miss_func_184: PASS (127/184 = 69%)
[12:31:32]   [185/200] multi_turn_miss_func_185: FAIL (127/185 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:31:36]   [186/200] multi_turn_miss_func_183: FAIL (127/186 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[12:32:09]   [187/200] multi_turn_miss_func_187: PASS (128/187 = 68%)
[12:32:10]   [188/200] multi_turn_miss_func_188: FAIL (128/188 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[12:32:13]   [189/200] multi_turn_miss_func_186: FAIL (128/189 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 6.
[12:32:39]   [190/200] multi_turn_miss_func_191: PASS (129/190 = 68%)
[12:32:41]   [191/200] multi_turn_miss_func_190: PASS (130/191 = 68%)
[12:32:43]   [192/200] multi_turn_miss_func_189: FAIL (130/192 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:33:07]   [193/200] multi_turn_miss_func_192: PASS (131/193 = 68%)
[12:33:08]   [194/200] multi_turn_miss_func_193: PASS (132/194 = 68%)
[12:33:14]   [195/200] multi_turn_miss_func_194: PASS (133/195 = 68%)
[12:33:33]   [196/200] multi_turn_miss_func_197: PASS (134/196 = 68%)
[12:33:35]   [197/200] multi_turn_miss_func_195: FAIL (134/197 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:33:36]   [198/200] multi_turn_miss_func_196: FAIL (134/198 = 68%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[12:33:46]   [199/200] multi_turn_miss_func_198: FAIL (134/199 = 67%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:33:59]   [200/200] multi_turn_miss_func_199: PASS (135/200 = 68%)
[12:33:59]   multi_turn_miss_func: 135/200 (67.5%) in 1325s | cost=$3.57
[12:33:59] Run complete. Log: /Users/timmetim/development/glyphh-master/glyphh-models/bfcl/results/full-eval/run_20260311_121155.log
