[12:34:00] Run started: categories=['multi_turn_miss_param'], workers=3, max_entries=all
[12:34:00] ── multi_turn_miss_param ──
[12:34:00]   Loaded 200 entries
[12:39:01]   [51/200] multi_turn_miss_param_48: FAIL (37/51 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:39:14]   [52/200] multi_turn_miss_param_51: PASS (38/52 = 73%)
[12:39:24]   [53/200] multi_turn_miss_param_52: FAIL (38/53 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:39:24]   [54/200] multi_turn_miss_param_53: PASS (39/54 = 72%)
[12:39:38]   [55/200] multi_turn_miss_param_54: PASS (40/55 = 73%)
[12:39:50]   [56/200] multi_turn_miss_param_57: PASS (41/56 = 73%)
[12:39:51]   [57/200] multi_turn_miss_param_55: PASS (42/57 = 74%)
[12:39:53]   [58/200] multi_turn_miss_param_56: PASS (43/58 = 74%)
[12:40:15]   [59/200] multi_turn_miss_param_60: PASS (44/59 = 75%)
[12:40:20]   [60/200] multi_turn_miss_param_58: FAIL (44/60 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:40:24]   [61/200] multi_turn_miss_param_59: FAIL (44/61 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:40:38]   [62/200] multi_turn_miss_param_62: FAIL (44/62 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:40:44]   [63/200] multi_turn_miss_param_63: PASS (45/63 = 71%)
[12:40:44]   [64/200] multi_turn_miss_param_61: PASS (46/64 = 72%)
[12:40:57]   [65/200] multi_turn_miss_param_64: PASS (47/65 = 72%)
[12:41:03]   [66/200] multi_turn_miss_param_65: FAIL (47/66 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:41:05]   [67/200] multi_turn_miss_param_66: PASS (48/67 = 72%)
[12:41:18]   [68/200] multi_turn_miss_param_67: PASS (49/68 = 72%)
[12:41:31]   [69/200] multi_turn_miss_param_69: PASS (50/69 = 72%)
[12:41:33]   [70/200] multi_turn_miss_param_68: FAIL (50/70 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:41:37]   [71/200] multi_turn_miss_param_70: PASS (51/71 = 72%)
[12:41:55]   [72/200] multi_turn_miss_param_71: PASS (52/72 = 72%)
[12:41:56]   [73/200] multi_turn_miss_param_73: PASS (53/73 = 73%)
[12:42:01]   [74/200] multi_turn_miss_param_72: FAIL (53/74 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[12:42:13]   [75/200] multi_turn_miss_param_74: PASS (54/75 = 72%)
[12:42:18]   [76/200] multi_turn_miss_param_76: PASS (55/76 = 72%)
[12:42:28]   [77/200] multi_turn_miss_param_75: FAIL (55/77 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:42:31]   [78/200] multi_turn_miss_param_77: FAIL (55/78 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:42:33]   [79/200] multi_turn_miss_param_78: FAIL (55/79 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:42:48]   [80/200] multi_turn_miss_param_79: PASS (56/80 = 70%)
[12:42:54]   [81/200] multi_turn_miss_param_81: FAIL (56/81 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:43:00]   [82/200] multi_turn_miss_param_80: PASS (57/82 = 70%)
[12:43:12]   [83/200] multi_turn_miss_param_83: PASS (58/83 = 70%)
[12:43:15]   [84/200] multi_turn_miss_param_82: PASS (59/84 = 70%)
[12:43:15]   [85/200] multi_turn_miss_param_84: PASS (60/85 = 71%)
[12:43:32]   [86/200] multi_turn_miss_param_85: PASS (61/86 = 71%)
[12:43:37]   [87/200] multi_turn_miss_param_87: PASS (62/87 = 71%)
[12:43:42]   [88/200] multi_turn_miss_param_86: PASS (63/88 = 72%)
[12:43:52]   [89/200] multi_turn_miss_param_88: PASS (64/89 = 72%)
[12:43:59]   [90/200] multi_turn_miss_param_89: PASS (65/90 = 72%)
[12:44:05]   [91/200] multi_turn_miss_param_91: PASS (66/91 = 73%)
[12:44:13]   [92/200] multi_turn_miss_param_90: FAIL (66/92 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:44:24]   [93/200] multi_turn_miss_param_93: FAIL (66/93 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:44:26]   [94/200] multi_turn_miss_param_92: FAIL (66/94 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[12:44:32]   [95/200] multi_turn_miss_param_94: PASS (67/95 = 71%)
[12:44:45]   [96/200] multi_turn_miss_param_95: PASS (68/96 = 71%)
[12:44:54]   [97/200] multi_turn_miss_param_96: PASS (69/97 = 71%)
[12:45:02]   [98/200] multi_turn_miss_param_97: PASS (70/98 = 71%)
[12:45:07]   [99/200] multi_turn_miss_param_98: FAIL (70/99 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[12:45:13]   [100/200] multi_turn_miss_param_100: PASS (71/100 = 71%)
[12:45:16]   [101/200] multi_turn_miss_param_99: FAIL (71/101 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[12:45:20]   [102/200] multi_turn_miss_param_101: PASS (72/102 = 71%)
[12:45:36]   [103/200] multi_turn_miss_param_102: PASS (73/103 = 71%)
[12:45:37]   [104/200] multi_turn_miss_param_104: PASS (74/104 = 71%)
[12:45:42]   [105/200] multi_turn_miss_param_103: FAIL (74/105 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:45:47]   [106/200] multi_turn_miss_param_105: FAIL (74/106 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:45:54]   [107/200] multi_turn_miss_param_106: FAIL (74/107 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[12:46:02]   [108/200] multi_turn_miss_param_107: PASS (75/108 = 69%)
[12:46:09]   [109/200] multi_turn_miss_param_108: PASS (76/109 = 70%)
[12:46:25]   [110/200] multi_turn_miss_param_109: PASS (77/110 = 70%)
[12:46:26]   [111/200] multi_turn_miss_param_111: FAIL (77/111 = 69%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:46:30]   [112/200] multi_turn_miss_param_110: PASS (78/112 = 70%)
[12:46:37]   [113/200] multi_turn_miss_param_113: PASS (79/113 = 70%)
[12:46:47]   [114/200] multi_turn_miss_param_112: PASS (80/114 = 70%)
[12:46:51]   [115/200] multi_turn_miss_param_114: PASS (81/115 = 70%)
[12:46:54]   [116/200] multi_turn_miss_param_115: PASS (82/116 = 71%)
[12:47:09]   [117/200] multi_turn_miss_param_116: PASS (83/117 = 71%)
[12:47:18]   [118/200] multi_turn_miss_param_117: PASS (84/118 = 71%)
[12:47:24]   [119/200] multi_turn_miss_param_118: PASS (85/119 = 71%)
[12:47:31]   [120/200] multi_turn_miss_param_120: PASS (86/120 = 72%)
[12:47:33]   [121/200] multi_turn_miss_param_119: PASS (87/121 = 72%)
[12:47:41]   [122/200] multi_turn_miss_param_121: FAIL (87/122 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[12:47:46]   [123/200] multi_turn_miss_param_122: PASS (88/123 = 72%)
[12:47:53]   [124/200] multi_turn_miss_param_123: PASS (89/124 = 72%)
[12:47:57]   [125/200] multi_turn_miss_param_124: PASS (90/125 = 72%)
[12:48:07]   [126/200] multi_turn_miss_param_126: PASS (91/126 = 72%)
[12:48:14]   [127/200] multi_turn_miss_param_127: PASS (92/127 = 72%)
[12:48:15]   [128/200] multi_turn_miss_param_125: FAIL (92/128 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[12:48:26]   [129/200] multi_turn_miss_param_128: PASS (93/129 = 72%)
[12:48:33]   [130/200] multi_turn_miss_param_130: PASS (94/130 = 72%)
[12:48:34]   [131/200] multi_turn_miss_param_129: FAIL (94/131 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:48:47]   [132/200] multi_turn_miss_param_133: PASS (95/132 = 72%)
[12:48:52]   [133/200] multi_turn_miss_param_132: PASS (96/133 = 72%)
[12:48:52]   [134/200] multi_turn_miss_param_131: PASS (97/134 = 72%)
[12:49:02]   [135/200] multi_turn_miss_param_134: FAIL (97/135 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:49:11]   [136/200] multi_turn_miss_param_135: PASS (98/136 = 72%)
[12:49:12]   [137/200] multi_turn_miss_param_136: PASS (99/137 = 72%)
[12:49:19]   [138/200] multi_turn_miss_param_137: PASS (100/138 = 72%)
[12:49:23]   [139/200] multi_turn_miss_param_139: PASS (101/139 = 73%)
[12:49:35]   [140/200] multi_turn_miss_param_140: PASS (102/140 = 73%)
[12:49:40]   [141/200] multi_turn_miss_param_138: PASS (103/141 = 73%)
[12:49:50]   [142/200] multi_turn_miss_param_142: FAIL (103/142 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:49:53]   [143/200] multi_turn_miss_param_141: PASS (104/143 = 73%)
[12:49:59]   [144/200] multi_turn_miss_param_143: FAIL (104/144 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:50:01]   [145/200] multi_turn_miss_param_144: PASS (105/145 = 72%)
[12:50:13]   [146/200] multi_turn_miss_param_145: PASS (106/146 = 73%)
[12:50:14]   [147/200] multi_turn_miss_param_146: FAIL (106/147 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[12:50:17]   [148/200] multi_turn_miss_param_147: PASS (107/148 = 72%)
[12:50:28]   [149/200] multi_turn_miss_param_150: PASS (108/149 = 72%)
[12:50:34]   [150/200] multi_turn_miss_param_148: PASS (109/150 = 73%)
[12:50:40]   [151/200] multi_turn_miss_param_149: PASS (110/151 = 73%)
[12:50:52]   [152/200] multi_turn_miss_param_152: PASS (111/152 = 73%)
[12:50:53]   [153/200] multi_turn_miss_param_151: FAIL (111/153 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[12:51:04]   [154/200] multi_turn_miss_param_153: PASS (112/154 = 73%)
[12:51:05]   [155/200] multi_turn_miss_param_155: FAIL (112/155 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[12:51:15]   [156/200] multi_turn_miss_param_154: FAIL (112/156 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:51:21]   [157/200] multi_turn_miss_param_157: PASS (113/157 = 72%)
[12:51:28]   [158/200] multi_turn_miss_param_156: PASS (114/158 = 72%)
[12:51:30]   [159/200] multi_turn_miss_param_158: PASS (115/159 = 72%)
[12:51:40]   [160/200] multi_turn_miss_param_159: PASS (116/160 = 72%)
[12:51:45]   [161/200] multi_turn_miss_param_161: PASS (117/161 = 73%)
[12:51:49]   [162/200] multi_turn_miss_param_160: FAIL (117/162 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[12:52:01]   [163/200] multi_turn_miss_param_163: PASS (118/163 = 72%)
[12:52:10]   [164/200] multi_turn_miss_param_162: PASS (119/164 = 73%)
[12:52:19]   [165/200] multi_turn_miss_param_164: FAIL (119/165 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:52:31]   [166/200] multi_turn_miss_param_165: PASS (120/166 = 72%)
[12:52:36]   [167/200] multi_turn_miss_param_166: PASS (121/167 = 72%)
[12:52:50]   [168/200] multi_turn_miss_param_168: FAIL (121/168 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[12:52:51]   [169/200] multi_turn_miss_param_167: PASS (122/169 = 72%)
[12:53:00]   [170/200] multi_turn_miss_param_169: PASS (123/170 = 72%)
[12:53:19]   [171/200] multi_turn_miss_param_172: PASS (124/171 = 73%)
[12:53:26]   [172/200] multi_turn_miss_param_171: FAIL (124/172 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[12:53:28]   [173/200] multi_turn_miss_param_170: FAIL (124/173 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[12:53:45]   [174/200] multi_turn_miss_param_173: FAIL (124/174 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[12:53:50]   [175/200] multi_turn_miss_param_175: PASS (125/175 = 71%)
[12:53:59]   [176/200] multi_turn_miss_param_176: PASS (126/176 = 72%)
[12:54:01]   [177/200] multi_turn_miss_param_174: FAIL (126/177 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[12:54:04]   [178/200] multi_turn_miss_param_177: FAIL (126/178 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:54:25]   [179/200] multi_turn_miss_param_179: PASS (127/179 = 71%)
[12:54:30]   [180/200] multi_turn_miss_param_178: PASS (128/180 = 71%)
[12:54:42]   [181/200] multi_turn_miss_param_182: PASS (129/181 = 71%)
[12:54:43]   [182/200] multi_turn_miss_param_180: PASS (130/182 = 71%)
[12:54:53]   [183/200] multi_turn_miss_param_181: PASS (131/183 = 72%)
[12:55:10]   [184/200] multi_turn_miss_param_184: PASS (132/184 = 72%)
[12:55:15]   [185/200] multi_turn_miss_param_185: FAIL (132/185 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[12:55:27]   [186/200] multi_turn_miss_param_183: FAIL (132/186 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[12:55:43]   [187/200] multi_turn_miss_param_187: FAIL (132/187 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[12:55:46]   [188/200] multi_turn_miss_param_186: PASS (133/188 = 71%)
[12:55:52]   [189/200] multi_turn_miss_param_188: FAIL (133/189 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[12:56:12]   [190/200] multi_turn_miss_param_189: FAIL (133/190 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:56:13]   [191/200] multi_turn_miss_param_190: PASS (134/191 = 70%)
[12:56:15]   [192/200] multi_turn_miss_param_191: PASS (135/192 = 70%)
[12:56:36]   [193/200] multi_turn_miss_param_193: PASS (136/193 = 70%)
[12:56:40]   [194/200] multi_turn_miss_param_192: PASS (137/194 = 71%)
[12:56:45]   [195/200] multi_turn_miss_param_194: PASS (138/195 = 71%)
[12:57:03]   [196/200] multi_turn_miss_param_195: FAIL (138/196 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[12:57:09]   [197/200] multi_turn_miss_param_197: PASS (139/197 = 71%)
[12:57:12]   [198/200] multi_turn_miss_param_196: FAIL (139/198 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[12:57:17]   [199/200] multi_turn_miss_param_198: FAIL (139/199 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[12:57:38]   [200/200] multi_turn_miss_param_199: PASS (140/200 = 70%)
[12:57:38]   multi_turn_miss_param: 140/200 (70.0%) in 1419s | cost=$4.47
[12:57:38] Run complete. Log: /Users/timmetim/development/glyphh-master/glyphh-models/bfcl/results/full-eval/run_20260311_123400.log
