[11:29:34] Run started: categories=['multi_turn_base'], workers=3, max_entries=all
[11:29:34] ── multi_turn_base ──
[11:29:34]   Loaded 200 entries
[11:32:22]   [31/200] multi_turn_base_30: FAIL (23/31 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:32:24]   [32/200] multi_turn_base_31: FAIL (23/32 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:32:28]   [33/200] multi_turn_base_32: PASS (24/33 = 73%)
[11:32:35]   [34/200] multi_turn_base_33: PASS (25/34 = 74%)
[11:32:37]   [35/200] multi_turn_base_34: PASS (26/35 = 74%)
[11:32:43]   [36/200] multi_turn_base_35: PASS (27/36 = 75%)
[11:32:49]   [37/200] multi_turn_base_36: PASS (28/37 = 76%)
[11:32:49]   [38/200] multi_turn_base_37: PASS (29/38 = 76%)
[11:32:54]   [39/200] multi_turn_base_38: PASS (30/39 = 77%)
[11:33:02]   [40/200] multi_turn_base_41: FAIL (30/40 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:33:03]   [41/200] multi_turn_base_40: PASS (31/41 = 76%)
[11:33:05]   [42/200] multi_turn_base_39: PASS (32/42 = 76%)
[11:33:14]   [43/200] multi_turn_base_42: PASS (33/43 = 77%)
[11:33:15]   [44/200] multi_turn_base_43: FAIL (33/44 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[11:33:17]   [45/200] multi_turn_base_44: PASS (34/45 = 76%)
[11:33:22]   [46/200] multi_turn_base_45: PASS (35/46 = 76%)
[11:33:23]   [47/200] multi_turn_base_46: PASS (36/47 = 77%)
[11:33:24]   [48/200] multi_turn_base_47: FAIL (36/48 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:33:29]   [49/200] multi_turn_base_50: PASS (37/49 = 76%)
[11:33:34]   [50/200] multi_turn_base_49: PASS (38/50 = 76%)
[11:33:38]   [51/200] multi_turn_base_48: FAIL (38/51 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[11:33:47]   [52/200] multi_turn_base_51: PASS (39/52 = 75%)
[11:33:54]   [53/200] multi_turn_base_53: PASS (40/53 = 75%)
[11:33:55]   [54/200] multi_turn_base_52: PASS (41/54 = 76%)
[11:34:07]   [55/200] multi_turn_base_54: FAIL (41/55 = 75%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:34:15]   [56/200] multi_turn_base_57: PASS (42/56 = 75%)
[11:34:16]   [57/200] multi_turn_base_56: PASS (43/57 = 75%)
[11:34:24]   [58/200] multi_turn_base_55: FAIL (43/58 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[11:34:38]   [59/200] multi_turn_base_58: FAIL (43/59 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:34:49]   [60/200] multi_turn_base_59: FAIL (43/60 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:34:57]   [61/200] multi_turn_base_60: FAIL (43/61 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[11:35:03]   [62/200] multi_turn_base_61: PASS (44/62 = 71%)
[11:35:07]   [63/200] multi_turn_base_62: FAIL (44/63 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:35:14]   [64/200] multi_turn_base_63: PASS (45/64 = 70%)
[11:35:21]   [65/200] multi_turn_base_64: PASS (46/65 = 71%)
[11:35:23]   [66/200] multi_turn_base_65: PASS (47/66 = 71%)
[11:35:27]   [67/200] multi_turn_base_66: PASS (48/67 = 72%)
[11:35:38]   [68/200] multi_turn_base_67: PASS (49/68 = 72%)
[11:35:41]   [69/200] multi_turn_base_69: PASS (50/69 = 72%)
[11:35:46]   [70/200] multi_turn_base_68: FAIL (50/70 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:35:53]   [71/200] multi_turn_base_70: FAIL (50/71 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:35:58]   [72/200] multi_turn_base_71: PASS (51/72 = 71%)
[11:36:11]   [73/200] multi_turn_base_73: PASS (52/73 = 71%)
[11:36:12]   [74/200] multi_turn_base_72: PASS (53/74 = 72%)
[11:36:13]   [75/200] multi_turn_base_74: PASS (54/75 = 72%)
[11:36:26]   [76/200] multi_turn_base_77: PASS (55/76 = 72%)
[11:36:30]   [77/200] multi_turn_base_76: PASS (56/77 = 73%)
[11:36:36]   [78/200] multi_turn_base_78: FAIL (56/78 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:36:37]   [79/200] multi_turn_base_75: FAIL (56/79 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:36:42]   [80/200] multi_turn_base_79: PASS (57/80 = 71%)
[11:37:00]   [81/200] multi_turn_base_81: FAIL (57/81 = 70%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[11:37:00]   [82/200] multi_turn_base_82: PASS (58/82 = 71%)
[11:37:01]   [83/200] multi_turn_base_80: PASS (59/83 = 71%)
[11:37:12]   [84/200] multi_turn_base_84: PASS (60/84 = 71%)
[11:37:12]   [85/200] multi_turn_base_83: PASS (61/85 = 72%)
[11:37:16]   [86/200] multi_turn_base_85: PASS (62/86 = 72%)
[11:37:30]   [87/200] multi_turn_base_87: PASS (63/87 = 72%)
[11:37:30]   [88/200] multi_turn_base_86: PASS (64/88 = 73%)
[11:37:30]   [89/200] multi_turn_base_88: PASS (65/89 = 73%)
[11:37:39]   [90/200] multi_turn_base_91: FAIL (65/90 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:37:50]   [91/200] multi_turn_base_89: PASS (66/91 = 73%)
[11:37:58]   [92/200] multi_turn_base_92: FAIL (66/92 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[11:37:59]   [93/200] multi_turn_base_90: PASS (67/93 = 72%)
[11:38:03]   [94/200] multi_turn_base_93: FAIL (67/94 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:38:14]   [95/200] multi_turn_base_95: PASS (68/95 = 72%)
[11:38:14]   [96/200] multi_turn_base_94: PASS (69/96 = 72%)
[11:38:21]   [97/200] multi_turn_base_96: PASS (70/97 = 72%)
[11:38:29]   [98/200] multi_turn_base_98: PASS (71/98 = 72%)
[11:38:37]   [99/200] multi_turn_base_100: PASS (72/99 = 73%)
[11:38:39]   [100/200] multi_turn_base_99: FAIL (72/100 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[11:38:41]   [101/200] multi_turn_base_97: PASS (73/101 = 72%)
[11:38:47]   [102/200] multi_turn_base_101: PASS (74/102 = 73%)
[11:38:54]   [103/200] multi_turn_base_102: PASS (75/103 = 73%)
[11:38:59]   [104/200] multi_turn_base_104: PASS (76/104 = 73%)
[11:39:02]   [105/200] multi_turn_base_103: PASS (77/105 = 73%)
[11:39:03]   [106/200] multi_turn_base_105: PASS (78/106 = 74%)
[11:39:18]   [107/200] multi_turn_base_107: PASS (79/107 = 74%)
[11:39:21]   [108/200] multi_turn_base_106: FAIL (79/108 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[11:39:22]   [109/200] multi_turn_base_108: PASS (80/109 = 73%)
[11:39:36]   [110/200] multi_turn_base_111: PASS (81/110 = 74%)
[11:39:43]   [111/200] multi_turn_base_109: FAIL (81/111 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 6.
[11:39:46]   [112/200] multi_turn_base_110: FAIL (81/112 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 5.
[11:39:50]   [113/200] multi_turn_base_112: PASS (82/113 = 73%)
[11:39:51]   [114/200] multi_turn_base_113: PASS (83/114 = 73%)
[11:40:00]   [115/200] multi_turn_base_114: PASS (84/115 = 73%)
[11:40:04]   [116/200] multi_turn_base_115: PASS (85/116 = 73%)
[11:40:08]   [117/200] multi_turn_base_116: PASS (86/117 = 74%)
[11:40:19]   [118/200] multi_turn_base_118: PASS (87/118 = 74%)
[11:40:19]   [119/200] multi_turn_base_119: PASS (88/119 = 74%)
[11:40:22]   [120/200] multi_turn_base_117: PASS (89/120 = 74%)
[11:40:32]   [121/200] multi_turn_base_121: FAIL (89/121 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[11:40:34]   [122/200] multi_turn_base_122: PASS (90/122 = 74%)
[11:40:36]   [123/200] multi_turn_base_120: PASS (91/123 = 74%)
[11:40:45]   [124/200] multi_turn_base_124: FAIL (91/124 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:40:45]   [125/200] multi_turn_base_123: PASS (92/125 = 74%)
[11:40:57]   [126/200] multi_turn_base_125: FAIL (92/126 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[11:40:58]   [127/200] multi_turn_base_127: PASS (93/127 = 73%)
[11:41:01]   [128/200] multi_turn_base_126: FAIL (93/128 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:41:11]   [129/200] multi_turn_base_128: PASS (94/129 = 73%)
[11:41:16]   [130/200] multi_turn_base_130: PASS (95/130 = 73%)
[11:41:18]   [131/200] multi_turn_base_129: PASS (96/131 = 73%)
[11:41:26]   [132/200] multi_turn_base_132: PASS (97/132 = 73%)
[11:41:27]   [133/200] multi_turn_base_133: PASS (98/133 = 74%)
[11:41:35]   [134/200] multi_turn_base_131: PASS (99/134 = 74%)
[11:41:40]   [135/200] multi_turn_base_135: PASS (100/135 = 74%)
[11:41:45]   [136/200] multi_turn_base_134: FAIL (100/136 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:41:49]   [137/200] multi_turn_base_136: PASS (101/137 = 74%)
[11:41:52]   [138/200] multi_turn_base_137: PASS (102/138 = 74%)
[11:41:55]   [139/200] multi_turn_base_139: PASS (103/139 = 74%)
[11:42:05]   [140/200] multi_turn_base_138: PASS (104/140 = 74%)
[11:42:11]   [141/200] multi_turn_base_141: PASS (105/141 = 74%)
[11:42:12]   [142/200] multi_turn_base_140: FAIL (105/142 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[11:42:18]   [143/200] multi_turn_base_142: PASS (106/143 = 74%)
[11:42:20]   [144/200] multi_turn_base_144: PASS (107/144 = 74%)
[11:42:26]   [145/200] multi_turn_base_143: PASS (108/145 = 74%)
[11:42:35]   [146/200] multi_turn_base_146: PASS (109/146 = 75%)
[11:42:39]   [147/200] multi_turn_base_145: PASS (110/147 = 75%)
[11:42:42]   [148/200] multi_turn_base_147: FAIL (110/148 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:42:50]   [149/200] multi_turn_base_150: PASS (111/149 = 74%)
[11:42:56]   [150/200] multi_turn_base_149: PASS (112/150 = 75%)
[11:42:59]   [151/200] multi_turn_base_148: FAIL (112/151 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[11:43:05]   [152/200] multi_turn_base_151: PASS (113/152 = 74%)
[11:43:12]   [153/200] multi_turn_base_152: FAIL (113/153 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:43:18]   [154/200] multi_turn_base_153: PASS (114/154 = 74%)
[11:43:20]   [155/200] multi_turn_base_155: FAIL (114/155 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:43:27]   [156/200] multi_turn_base_154: PASS (115/156 = 74%)
[11:43:30]   [157/200] multi_turn_base_157: PASS (116/157 = 74%)
[11:43:40]   [158/200] multi_turn_base_158: PASS (117/158 = 74%)
[11:43:45]   [159/200] multi_turn_base_159: PASS (118/159 = 74%)
[11:43:50]   [160/200] multi_turn_base_156: FAIL (118/160 = 74%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[11:43:55]   [161/200] multi_turn_base_160: FAIL (118/161 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:43:56]   [162/200] multi_turn_base_161: PASS (119/162 = 73%)
[11:44:06]   [163/200] multi_turn_base_163: PASS (120/163 = 74%)
[11:44:21]   [164/200] multi_turn_base_162: PASS (121/164 = 74%)
[11:44:22]   [165/200] multi_turn_base_164: FAIL (121/165 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 2.
[11:44:27]   [166/200] multi_turn_base_165: PASS (122/166 = 73%)
[11:44:41]   [167/200] multi_turn_base_167: PASS (123/167 = 74%)
[11:44:42]   [168/200] multi_turn_base_166: PASS (124/168 = 74%)
[11:44:45]   [169/200] multi_turn_base_168: FAIL (124/169 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[11:44:57]   [170/200] multi_turn_base_169: PASS (125/170 = 74%)
[11:45:08]   [171/200] multi_turn_base_171: FAIL (125/171 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:45:08]   [172/200] multi_turn_base_170: PASS (126/172 = 73%)
[11:45:14]   [173/200] multi_turn_base_172: PASS (127/173 = 73%)
[11:45:26]   [174/200] multi_turn_base_173: FAIL (127/174 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[11:45:30]   [175/200] multi_turn_base_175: PASS (128/175 = 73%)
[11:45:35]   [176/200] multi_turn_base_176: PASS (129/176 = 73%)
[11:45:35]   [177/200] multi_turn_base_174: PASS (130/177 = 73%)
[11:45:43]   [178/200] multi_turn_base_177: FAIL (130/178 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:45:54]   [179/200] multi_turn_base_179: PASS (131/179 = 73%)
[11:45:59]   [180/200] multi_turn_base_178: PASS (132/180 = 73%)
[11:46:09]   [181/200] multi_turn_base_182: PASS (133/181 = 73%)
[11:46:14]   [182/200] multi_turn_base_180: PASS (134/182 = 74%)
[11:46:27]   [183/200] multi_turn_base_181: FAIL (134/183 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:46:34]   [184/200] multi_turn_base_184: PASS (135/184 = 73%)
[11:46:42]   [185/200] multi_turn_base_185: FAIL (135/185 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:46:48]   [186/200] multi_turn_base_183: FAIL (135/186 = 73%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:47:03]   [187/200] multi_turn_base_186: FAIL (135/187 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[11:47:08]   [188/200] multi_turn_base_188: FAIL (135/188 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 4.
[11:47:10]   [189/200] multi_turn_base_187: PASS (136/189 = 72%)
[11:47:26]   [190/200] multi_turn_base_189: FAIL (136/190 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 1.
[11:47:26]   [191/200] multi_turn_base_191: PASS (137/191 = 72%)
[11:47:33]   [192/200] multi_turn_base_190: PASS (138/192 = 72%)
[11:47:44]   [193/200] multi_turn_base_192: PASS (139/193 = 72%)
[11:47:51]   [194/200] multi_turn_base_193: FAIL (139/194 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[11:47:59]   [195/200] multi_turn_base_194: PASS (140/195 = 72%)
[11:47:59]   [196/200] multi_turn_base_195: PASS (141/196 = 72%)
[11:48:08]   [197/200] multi_turn_base_198: FAIL (141/197 = 72%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 0.
[11:48:12]   [198/200] multi_turn_base_196: FAIL (141/198 = 71%) | error: Model response execution results so far does not contain all the ground truth response execution results for turn 3.
[11:48:13]   [199/200] multi_turn_base_197: PASS (142/199 = 71%)
[11:48:27]   [200/200] multi_turn_base_199: PASS (143/200 = 72%)
[11:48:27]   multi_turn_base: 143/200 (71.5%) in 1133s | cost=$4.09
[11:48:27] Run complete. Log: /Users/timmetim/development/glyphh-master/glyphh-models/bfcl/results/full-eval/run_20260311_112934.log
